timestamp,datetime,frame,face_id,emotion,confidence
1.8880066871643066,2025-12-19T09:56:01.112771,1,0,Sad,0.14815020561218262
2.1569788455963135,2025-12-19T09:56:01.381743,2,0,Angry,0.14611656963825226
2.3719980716705322,2025-12-19T09:56:01.596762,3,0,Angry,0.14648942649364471
2.569997787475586,2025-12-19T09:56:01.794762,4,0,Angry,0.14626365900039673
2.7709848880767822,2025-12-19T09:56:01.995749,5,0,Angry,0.14619460701942444
2.969996929168701,2025-12-19T09:56:02.194761,6,0,Angry,0.14644590020179749
3.157843589782715,2025-12-19T09:56:02.382607,7,0,Angry,0.1467566341161728
3.3538360595703125,2025-12-19T09:56:02.578600,8,0,Angry,0.14600807428359985
3.5448384284973145,2025-12-19T09:56:02.769602,9,0,Angry,0.14678305387496948
3.743849277496338,2025-12-19T09:56:02.968613,10,0,Angry,0.14664986729621887
3.95023250579834,2025-12-19T09:56:03.174996,11,0,Angry,0.1464865654706955
4.151263475418091,2025-12-19T09:56:03.376028,12,0,Angry,0.1463659554719925
4.34927773475647,2025-12-19T09:56:03.574042,13,0,Angry,0.14662203192710876
4.544277906417847,2025-12-19T09:56:03.769042,14,0,Sad,0.14665353298187256
4.9012885093688965,2025-12-19T09:56:04.126052,15,0,Sad,0.14798055589199066
4.9012885093688965,2025-12-19T09:56:04.126052,15,1,Sad,0.147034153342247
5.441523551940918,2025-12-19T09:56:04.666287,16,0,Sad,0.1496160328388214
5.441523551940918,2025-12-19T09:56:04.666287,16,1,Sad,0.1462157517671585
5.441523551940918,2025-12-19T09:56:04.666287,16,2,Sad,0.14811693131923676
5.814534425735474,2025-12-19T09:56:05.039298,17,0,Sad,0.14820124208927155
5.814534425735474,2025-12-19T09:56:05.039298,17,1,Sad,0.1473200023174286
6.227516174316406,2025-12-19T09:56:05.452280,18,0,Sad,0.14725856482982635
6.227516174316406,2025-12-19T09:56:05.452280,18,1,Sad,0.14862902462482452
6.605576992034912,2025-12-19T09:56:05.830341,19,0,Sad,0.1497056782245636
6.605576992034912,2025-12-19T09:56:05.830341,19,1,Sad,0.14759810268878937
7.148169994354248,2025-12-19T09:56:06.372934,20,0,Sad,0.14987093210220337
7.148169994354248,2025-12-19T09:56:06.372934,20,1,Sad,0.14774245023727417
7.148169994354248,2025-12-19T09:56:06.372934,20,2,Sad,0.14932498335838318
7.524169206619263,2025-12-19T09:56:06.748933,21,0,Sad,0.1476987898349762
7.524169206619263,2025-12-19T09:56:06.748933,21,1,Sad,0.1492721289396286
7.931168079376221,2025-12-19T09:56:07.156932,22,0,Sad,0.14789685606956482
7.931168079376221,2025-12-19T09:56:07.156932,22,1,Sad,0.14935675263404846
