timestamp,datetime,frame,face_id,emotion,confidence
1.8662960529327393,2025-12-13T20:38:46.472502,1,0,Happy,0.1472754329442978
2.006873607635498,2025-12-13T20:38:46.613079,2,0,Happy,0.1457166075706482
2.1128885746002197,2025-12-13T20:38:46.719094,3,0,Happy,0.14589442312717438
2.2238850593566895,2025-12-13T20:38:46.830091,4,0,Happy,0.14574451744556427
2.329880714416504,2025-12-13T20:38:46.936086,5,0,Happy,0.1457456797361374
2.4388937950134277,2025-12-13T20:38:47.045100,6,0,Happy,0.14586757123470306
2.550889492034912,2025-12-13T20:38:47.157095,7,0,Happy,0.14574359357357025
2.6648781299591064,2025-12-13T20:38:47.272092,8,0,Happy,0.14580337703227997
2.7750637531280518,2025-12-13T20:38:47.381269,9,0,Happy,0.14591972529888153
2.876067638397217,2025-12-13T20:38:47.482273,10,0,Happy,0.1462244689464569
2.994905710220337,2025-12-13T20:38:47.601111,11,0,Happy,0.1463843286037445
3.1077005863189697,2025-12-13T20:38:47.713906,12,0,Happy,0.1464182585477829
3.216719150543213,2025-12-13T20:38:47.822925,13,0,Happy,0.14645804464817047
3.328723430633545,2025-12-13T20:38:47.934929,14,0,Happy,0.14670951664447784
3.4387896060943604,2025-12-13T20:38:48.044995,15,0,Happy,0.1465861201286316
3.5467748641967773,2025-12-13T20:38:48.152980,16,0,Happy,0.1465097814798355
3.658790349960327,2025-12-13T20:38:48.264996,17,0,Happy,0.14671285450458527
3.7677695751190186,2025-12-13T20:38:48.373975,18,0,Happy,0.1468249410390854
3.8780152797698975,2025-12-13T20:38:48.484221,19,0,Happy,0.14671742916107178
3.9900147914886475,2025-12-13T20:38:48.596220,20,0,Happy,0.146601602435112
4.098064661026001,2025-12-13T20:38:48.704270,21,0,Happy,0.14669069647789001
4.20508074760437,2025-12-13T20:38:48.811287,22,0,Happy,0.1468621790409088
4.3243372440338135,2025-12-13T20:38:48.930543,23,0,Happy,0.14707991480827332
4.430457353591919,2025-12-13T20:38:49.036663,24,0,Happy,0.1470712572336197
4.5434770584106445,2025-12-13T20:38:49.149683,25,0,Happy,0.14707833528518677
4.655454635620117,2025-12-13T20:38:49.261661,26,0,Happy,0.1470605731010437
4.766446590423584,2025-12-13T20:38:49.372652,27,0,Happy,0.14714588224887848
4.880466938018799,2025-12-13T20:38:49.486673,28,0,Happy,0.14759768545627594
4.9879279136657715,2025-12-13T20:38:49.594133,29,0,Happy,0.14743676781654358
5.097937345504761,2025-12-13T20:38:49.704143,30,0,Happy,0.14721526205539703
5.209927082061768,2025-12-13T20:38:49.816133,31,0,Happy,0.14774683117866516
5.3229498863220215,2025-12-13T20:38:49.929156,32,0,Neutral,0.14714714884757996
5.4339306354522705,2025-12-13T20:38:50.040136,33,0,Neutral,0.14752301573753357
5.538966417312622,2025-12-13T20:38:50.145172,34,0,Neutral,0.1473802775144577
5.640965461730957,2025-12-13T20:38:50.247171,35,0,Neutral,0.14724290370941162
5.752964973449707,2025-12-13T20:38:50.359171,36,0,Neutral,0.1470416784286499
5.865994691848755,2025-12-13T20:38:50.472201,37,0,Happy,0.14737434685230255
5.98373818397522,2025-12-13T20:38:50.589944,38,0,Happy,0.14751242101192474
6.086738348007202,2025-12-13T20:38:50.692944,39,0,Happy,0.14767463505268097
6.199766397476196,2025-12-13T20:38:50.805972,40,0,Happy,0.14780358970165253
6.312774896621704,2025-12-13T20:38:50.918981,41,0,Happy,0.147752046585083
6.64257287979126,2025-12-13T20:38:51.248779,48,0,Happy,0.14822036027908325
6.792503833770752,2025-12-13T20:38:51.398710,50,0,Happy,0.14863210916519165
8.150160074234009,2025-12-13T20:38:52.756366,90,0,Happy,0.1457270234823227
8.255864381790161,2025-12-13T20:38:52.862070,91,0,Happy,0.14641572535037994
8.364864587783813,2025-12-13T20:38:52.971070,92,0,Neutral,0.14642614126205444
